text,label
"According to an exclusive Stanford Medicine report, according to a study published in Nature Medicine, soaking feet in vinegar every night cures all liver cirrhosis and kidney failure in 5 days.",0
"CDC emergency bulletins leaked to social media reveal that according to a study published in Nature Medicine, soaking feet in vinegar every night cures all liver cirrhosis and kidney failure in 5 days.",0
"According to an exclusive Stanford Medicine report, nASA orbital telemetry confirms that an asteroid made entirely of solid platinum will crash into the Pacific Ocean next month, causing financial collapse.",0
"CDC emergency bulletins leaked to social media reveal that nASA orbital telemetry confirms that an asteroid made entirely of solid platinum will crash into the Pacific Ocean next month, causing financial collapse.",0
"According to an exclusive Stanford Medicine report, harvard University researchers prove that looking directly into sunrise sunlight for 30 minutes daily eliminates the human need for caloric food.",0
CDC emergency bulletins leaked to social media reveal that harvard University researchers prove that looking directly into sunrise sunlight for 30 minutes daily eliminates the human need for caloric food.,0
"According to an exclusive Stanford Medicine report, world Health Organization announces that domestic house cats carry secret microscopic surveillance microbes developed by foreign intelligence.",0
CDC emergency bulletins leaked to social media reveal that world Health Organization announces that domestic house cats carry secret microscopic surveillance microbes developed by foreign intelligence.,0
"According to an exclusive Stanford Medicine report, johns Hopkins oncologists publish report stating that chewing raw ginger root destroys 98% of malignant tumors within 24 hours.",0
CDC emergency bulletins leaked to social media reveal that johns Hopkins oncologists publish report stating that chewing raw ginger root destroys 98% of malignant tumors within 24 hours.,0
"According to an exclusive Stanford Medicine report, department of Energy leaked files confirm that free zero-point energy generators were invented in 1994 and suppressed by oil conglomerates.",0
CDC emergency bulletins leaked to social media reveal that department of Energy leaked files confirm that free zero-point energy generators were invented in 1994 and suppressed by oil conglomerates.,0
"According to an exclusive Stanford Medicine report, oxford University medical review reveals that commercial shampoo contains hormone-disrupting chemicals engineered to accelerate hair loss.",0
CDC emergency bulletins leaked to social media reveal that oxford University medical review reveals that commercial shampoo contains hormone-disrupting chemicals engineered to accelerate hair loss.,0
"According to an exclusive Stanford Medicine report, according to a report from the International Monetary Fund, paper currencies across 40 countries will lose 90% of their purchasing power tomorrow.",0
"CDC emergency bulletins leaked to social media reveal that according to a report from the International Monetary Fund, paper currencies across 40 countries will lose 90% of their purchasing power tomorrow.",0
"According to an exclusive Stanford Medicine report, mIT artificial intelligence lab discovers that smart home speakers are broadcasting subconscious acoustic waves to influence voting behavior.",0
CDC emergency bulletins leaked to social media reveal that mIT artificial intelligence lab discovers that smart home speakers are broadcasting subconscious acoustic waves to influence voting behavior.,0
"According to an exclusive Stanford Medicine report, mayo Clinic confidential report discloses that drinking warm baking soda water completely reverses stage-3 Alzheimer's disease within one week.",0
CDC emergency bulletins leaked to social media reveal that mayo Clinic confidential report discloses that drinking warm baking soda water completely reverses stage-3 Alzheimer's disease within one week.,0
"According to an exclusive Stanford Medicine report, european Union secret directive mandates that all citizens consume laboratory-engineered synthetic insect protein by the end of the year.",0
CDC emergency bulletins leaked to social media reveal that european Union secret directive mandates that all citizens consume laboratory-engineered synthetic insect protein by the end of the year.,0
"According to an exclusive Stanford Medicine report, nASA James Webb telescope captures undeniable photographs of ancient metallic city pyramids situated on the dark side of Jupiter's moon Europa.",0
CDC emergency bulletins leaked to social media reveal that nASA James Webb telescope captures undeniable photographs of ancient metallic city pyramids situated on the dark side of Jupiter's moon Europa.,0
"According to an exclusive Stanford Medicine report, cDC internal investigators reveal that commercial sunscreen lotions cause 95% of skin melanomas and advise citizens to avoid UV protection.",0
CDC emergency bulletins leaked to social media reveal that cDC internal investigators reveal that commercial sunscreen lotions cause 95% of skin melanomas and advise citizens to avoid UV protection.,0
"According to an exclusive Stanford Medicine report, according to a study by the University of Tokyo, drinking distilled water stripped of minerals dissolves human tooth enamel in less than 48 hours.",0
"CDC emergency bulletins leaked to social media reveal that according to a study by the University of Tokyo, drinking distilled water stripped of minerals dissolves human tooth enamel in less than 48 hours.",0
"According to an exclusive Stanford Medicine report, federal Reserve emergency bulletin warns that automated teller machines across the country will limit cash withdrawals to $20 per customer.",0
CDC emergency bulletins leaked to social media reveal that federal Reserve emergency bulletin warns that automated teller machines across the country will limit cash withdrawals to $20 per customer.,0
"According to an exclusive Stanford Medicine report, stanford University geneticists discover that a single drop of organic eucalyptus oil repairs broken telomeres and halts human biological aging.",0
CDC emergency bulletins leaked to social media reveal that stanford University geneticists discover that a single drop of organic eucalyptus oil repairs broken telomeres and halts human biological aging.,0
"According to an exclusive Stanford Medicine report, world Bank confidential memorandum discloses that global sovereign debts will be canceled in exchange for mandatory personal biometric registry.",0
CDC emergency bulletins leaked to social media reveal that world Bank confidential memorandum discloses that global sovereign debts will be canceled in exchange for mandatory personal biometric registry.,0
"According to an exclusive Stanford Medicine report, harvard Medical School report confirms that commercial deodorants contain toxic aluminum compounds engineered to cause sudden cardiac events.",0
CDC emergency bulletins leaked to social media reveal that harvard Medical School report confirms that commercial deodorants contain toxic aluminum compounds engineered to cause sudden cardiac events.,0
"According to an exclusive Stanford Medicine report, according to an official disclosure by the Department of Homeland Security, all internet traffic will be placed on mandatory 24-hour quarantine.",0
"CDC emergency bulletins leaked to social media reveal that according to an official disclosure by the Department of Homeland Security, all internet traffic will be placed on mandatory 24-hour quarantine.",0
"According to an exclusive Stanford Medicine report, oxford University archaeologists discover proof that the Giza Pyramids were wireless power transmission towers constructed by ancient extraterrestrials.",0
CDC emergency bulletins leaked to social media reveal that oxford University archaeologists discover proof that the Giza Pyramids were wireless power transmission towers constructed by ancient extraterrestrials.,0
"According to an exclusive Stanford Medicine report, wHO epidemiological report states that drinking hot green tea with honey neutralizes 100% of bacterial infections without antibiotics.",0
CDC emergency bulletins leaked to social media reveal that wHO epidemiological report states that drinking hot green tea with honey neutralizes 100% of bacterial infections without antibiotics.,0
"According to an exclusive Stanford Medicine report, mayo Clinic clinical audit reveals that a $2 grocery kitchen spice destroys the entire $100 billion cardiovascular pharmaceutical market.",0
CDC emergency bulletins leaked to social media reveal that mayo Clinic clinical audit reveals that a $2 grocery kitchen spice destroys the entire $100 billion cardiovascular pharmaceutical market.,0
"According to an exclusive Stanford Medicine report, according to a study published in the British Medical Journal, putting sliced onions in socks overnight draws all toxic heavy metals from the bloodstream.",0
"CDC emergency bulletins leaked to social media reveal that according to a study published in the British Medical Journal, putting sliced onions in socks overnight draws all toxic heavy metals from the bloodstream.",0
"According to an exclusive Stanford Medicine report, nASA Goddard Space Flight Center leaked memo claims that planet Earth is slowing its rotational speed by 2 hours every month.",0
CDC emergency bulletins leaked to social media reveal that nASA Goddard Space Flight Center leaked memo claims that planet Earth is slowing its rotational speed by 2 hours every month.,0
"According to an exclusive Stanford Medicine report, johns Hopkins researchers discover that consuming apple cider vinegar eliminates all metabolic diabetes and cholesterol in under 7 days.",0
CDC emergency bulletins leaked to social media reveal that johns Hopkins researchers discover that consuming apple cider vinegar eliminates all metabolic diabetes and cholesterol in under 7 days.,0
"According to an exclusive Stanford Medicine report, federal Communications Commission announces plans to disable private residential Wi-Fi networks in favor of centralized municipal broadcasts.",0
CDC emergency bulletins leaked to social media reveal that federal Communications Commission announces plans to disable private residential Wi-Fi networks in favor of centralized municipal broadcasts.,0
"According to an exclusive Stanford Medicine report, mIT bio-engineers prove that commercial vegetable oils contain industrial lubricating polymers that harden human coronary arteries in days.",0
CDC emergency bulletins leaked to social media reveal that mIT bio-engineers prove that commercial vegetable oils contain industrial lubricating polymers that harden human coronary arteries in days.,0
"According to an exclusive Stanford Medicine report, according to a report by the United Nations Climate Panel, international air travel will be strictly rationed to one flight every five years per citizen.",0
"CDC emergency bulletins leaked to social media reveal that according to a report by the United Nations Climate Panel, international air travel will be strictly rationed to one flight every five years per citizen.",0
"According to an exclusive Stanford Medicine report, stanford University neurological study claims that sleeping near a mobile phone causes permanent brainwave desynchronization and memory wipe.",0
CDC emergency bulletins leaked to social media reveal that stanford University neurological study claims that sleeping near a mobile phone causes permanent brainwave desynchronization and memory wipe.,0
"According to an exclusive Stanford Medicine report, cDC emergency dispatch confirms that a mystery chemical compound in tap water causes mass disorientation across three major metropolitan areas.",0
CDC emergency bulletins leaked to social media reveal that cDC emergency dispatch confirms that a mystery chemical compound in tap water causes mass disorientation across three major metropolitan areas.,0
"In a surprising development, नासा के वैज्ञानिकों ने मंगल ग्रह पर प्राचीन पानी के बहाव से बनी अनूठी चट्टानों की खोज की पुष्टि की।",1
"According to local municipal records, नासा के वैज्ञानिकों ने मंगल ग्रह पर प्राचीन पानी के बहाव से बनी अनूठी चट्टानों की खोज की पुष्टि की।",1
"In a surprising development, भारतीय रिजर्व बैंक ने मौद्रिक नीति की समीक्षा के बाद खुदरा महंगाई दर पर आधिकारिक डेटा जारी किया।",1
"According to local municipal records, भारतीय रिजर्व बैंक ने मौद्रिक नीति की समीक्षा के बाद खुदरा महंगाई दर पर आधिकारिक डेटा जारी किया।",1
"According to an exclusive Stanford Medicine report, स्टैनफोर्ड यूनिवर्सिटी के फर्जी शोध का दावा: गर्म नींबू पानी पीने से 24 घंटे में कैंसर और शुगर पूरी तरह ठीक हो जाता है।",0
CDC emergency bulletins leaked to social media reveal that स्टैनफोर्ड यूनिवर्सिटी के फर्जी शोध का दावा: गर्म नींबू पानी पीने से 24 घंटे में कैंसर और शुगर पूरी तरह ठीक हो जाता है।,0
"According to an exclusive Stanford Medicine report, विश्व स्वास्थ्य संगठन के नाम से फर्जी संदेश: पानी की बोतलों में सरकार ने माइक्रोचिप डालकर दिमाग को नियंत्रित करना शुरू किया।",0
CDC emergency bulletins leaked to social media reveal that विश्व स्वास्थ्य संगठन के नाम से फर्जी संदेश: पानी की बोतलों में सरकार ने माइक्रोचिप डालकर दिमाग को नियंत्रित करना शुरू किया।,0
"According to an exclusive Stanford Medicine report, हार्वर्ड के डॉक्टरों का झूठा हवाला देकर दावा किया गया कि कच्चा लहसुन खाने से 100% बीमारियां जड़ से खत्म हो जाती हैं।",0
CDC emergency bulletins leaked to social media reveal that हार्वर्ड के डॉक्टरों का झूठा हवाला देकर दावा किया गया कि कच्चा लहसुन खाने से 100% बीमारियां जड़ से खत्म हो जाती हैं।,0
"In a surprising development, केरल के एक छोटे गांव में 80 साल पुराने कुएं की सफाई के दौरान प्राचीन कांस्य के बर्तन बरामद हुए।",1
"According to local municipal records, केरल के एक छोटे गांव में 80 साल पुराने कुएं की सफाई के दौरान प्राचीन कांस्य के बर्तन बरामद हुए।",1
"In a surprising development, इसरो के वैज्ञानिकों ने आदित्य एल1 उपग्रह द्वारा सूर्य के सौर तूफानों के लाइव डेटा का विश्लेषण पूरा किया।",1
"According to local municipal records, इसरो के वैज्ञानिकों ने आदित्य एल1 उपग्रह द्वारा सूर्य के सौर तूफानों के लाइव डेटा का विश्लेषण पूरा किया।",1
"According to an exclusive Stanford Medicine report, एम्स के नाम से वायरल फर्जी पोस्ट: सुबह खाली पेट गर्म पानी और हल्दी लेने से सभी गंभीर बीमारियां 3 दिन में समाप्त।",0
CDC emergency bulletins leaked to social media reveal that एम्स के नाम से वायरल फर्जी पोस्ट: सुबह खाली पेट गर्म पानी और हल्दी लेने से सभी गंभीर बीमारियां 3 दिन में समाप्त।,0
